ID,Text
60756096,"""Rockin' for Myself"" is a song by British electronic dance music record producer Motiv8, aka Steve Rodway. Based around a vocal loop originally performed by Anne-Marie Smith on Italian dance act 49ers' 1992 single, ""Move Your Feet"", it was released in late 1993 and features vocals by British singer Angie Brown. In the spring of 1994, it was re-mixed and re-released and peaked at number 18 on the UK Singles Chart. But on the UK Dance Singles Chart, it was even more successful, peaking at number-one. On the Eurochart Hot 100, it reached number 63. Outside Europe, it was successful in Australia, peaking at number nine. A music video was made, featuring a model and dancer lip-syncing the song on a red sofa, wearing yellow sweater and beret. Background and release
Before going under the name Motiv 8, Steve Rodway released mostly underground tracks under different names in the early 90's. One of these was an early version of ""Rockin' for Myself"". He thought it sounded much more commercial than the other and when the demand for underground techno began to fall off, he"
2184760,"The Champions are a fictional team of superheroes appearing in American comic books published by Marvel Comics. The team first appears in The Champions #1 (October 1975) and was created by writer Tony Isabella and artist Don Heck. Their titular series is regarded as an example of a failed superteam comic, suffering from constant turnover in the writers and artists working on the series, lack of a consistent direction or concept, and mediocre sales. Publication history
According to the letters page of Champions #6, writer Tony Isabella developed the concept of a new team of superheroes and originally wanted the roster to consist of former X-Men the Angel and the Iceman, and the newly created Black Goliath. Black Goliath became unavailable when the character debuted in his own title, forcing Isabella to rethink the concept. Editor Len Wein insisted on at least five members, and Isabella added three established heroes: Russian spy Black Widow, the Greek god Hercules, and the supernatural avenger Ghost Rider. Captain Marvel, Power Man, and the Son of Satan were all considered for the final place on the roster before selecting the Ghost Rider. Writer and publisher David Anthony Kraft is credited with naming the team, with the title originally intended to be"
1694580,"Massimiliano ""Max"" Biaggi (; born 26 June 1971) is an Italian retired professional Grand Prix motorcycle road racer who is a 13-time Premier Class race winner. He is a 4-time 250� cc World Champion, 2-time World Superbike Champion and 3-time runner-up in the Premier Class in, and. After winning 4 consecutive 250� cc titles in,, and Biaggi moved to the 500� cc class in and immediately finished runner-up to Mick Doohan with 2 victories with Honda. This earned him a move to the Factory Yamaha Team in. In his 4 seasons with Yamaha Biaggi collected 8 victories and finished runner-up to Valentino Rossi in and. Then he moved to Camel Honda in. But only managed third place in the championship in and beaten by not only Valentino Rossi but also Gresini Honda rider Sete Gibernau. A sole winless season followed in with Factory Honda Team and Biaggi was replaced by Dani Pedrosa for even though he got 4 podiums and a 5th place in the championship. This proved to be Biaggi's final season in"
232997,"HMS Ben-my-Chree (Manx: ""Woman of My Heart"") was a packet steamer and a Royal Navy (RN) seaplane carrier of the First World War. She was originally built in 1907 by Vickers for the Isle of Man Steam Packet Company and was intended for use on the England–Isle of Man route. She was the third vessel to bear her name. To this day Ben-my-Chree holds the crossing speed record from Liverpool to Douglas for a steamship at under three hours. She was chartered by the RN at the beginning of 1915 and participated in several abortive attacks on Germany in May. The ship was transferred to the Dardanelles in June to support the Gallipoli Campaign. One of her aircraft made the first ship-launched aerial torpedo attack on a ship in August. After Gallipoli was evacuated at the end of the year, Ben-my-Chree became flagship of the East Indies and Egypt Seaplane Squadron that operated in the Eastern Mediterranean, performing reconnaissance missions and attacking Turkish facilities and troops. She was sunk by Turkish artillery while anchored at the recently occupied island of Kastellorizo in early"
35642069,"Akiem Jamar Hicks (born November 16, 1989) is an American football defensive end for the Chicago Bears of the National Football League (NFL). He was drafted by the New Orleans Saints in the third round of the 2012 NFL Draft and has also played for the New England Patriots. He played college football at Sacramento City College and at the University of Regina. Early years
A native of Sacramento, California, Hicks was born in Elk Grove, attended Del Campo High School in Fair Oaks, and began his college career at Sacramento City College. After the 2008 season, he was rated as a top junior college player and signed to play at LSU. However, recruiting violations by LSU made him ineligible for the 2009 season; unable to transfer to another American football program, he went to work at a DirecTV call center in Colorado Springs, Colorado while he considered his next move. Hicks had an offer to play for the Toronto Argonauts of the Canadian Football League, but decided instead to continue his education and college football career with the Regina Rams of the Canada West Universities Athletic Association. After his first season at Regina, he was drafted by the Omaha Nighthawks of the United Football League, but again decided to stay"
60723503,"Pamela J. Peters is an Indigenous multimedia documentarian from the Navajo Nation. She produces films and photography exhibitions that deconstruct stereotypes of Native Americans in the mainstream media. Recent projects include “Legacy of Exiled NDNZ,” inspired by the 1961 Kent Mackenzie film The Exiles, which examines the inter-generational impact of the Indian Relocation Act of 1956 in historical and contemporary Los Angeles, and “Real NDNZ Re-Take Hollywood,” which recreates iconic movie star portraits from the days of classical Hollywood cinema featuring contemporary Native American actors. Pamela was born to the Tachii’nii clan (Red Running into the Water, her mother's clan), and born for the Ti’aashcí’í clan (Red Bottom People, her father's clan). She moved to Los Angeles from the reservation when she was 17. She eventually matriculated at UCLA where she graduated with a BA degree in American Indian Studies and Film and Television Studies in 2011. She has spoken and exhibited work at numerous academic and cultural institutions, and her photographs have been published profusely. Her poem, ""My Once Life,"" won the 2016 Button"
59923155,"Sugar Hill is a historically middle class and predominantly African American neighborhood in Jacksonville, Florida. It was established in the 1800s, was thriving by the end of the 19th century. It was largely destroyed by construction of the Jacksonville Expressway (now part of I-95), redevelopment plans including the expansion of a public hospital, as well as the end of segregation into the 1960s. History
The community included professionals such as doctors, lawyers, teachers, builders, clergy, morticians, and railroad employees. It began as a suburb serviced by a streetcar line and was home to various prominent residents including Abraham Lincoln Lewis, owner and founder of the Afro-American Life Insurance Co.; Henry Tookes, a pastor; Charles Anderson, owner of Anderson Bank; S. A. Brookins, home builder; Emmet Washington, a doctor; [Cecilia Washington Carr, an illustrator; Old Stanton High School graduate “Hoss” Singleton, a songwriter who wrote “Strangers in the Night” and built a home for his mom in Sugar Hill; William Raines, a high school principal; William Redmond, a doctor; Joseph H."
59560478,"Brandon Nakashima (born August 3, 2001) is an American professional tennis player. He has been ranked as high as world No. 62 in singles by the Association of Tennis Professionals (ATP), which he first achieved in November 2021. He also reached a career-high doubles ranking of No. 396 that same month. As a junior, Nakashima was ranked as high as No. 3 in the world. In 2018, he won two titles on the International Tennis Federation (ITF) junior circuit and went on to win that year's ITF Junior Masters, the year-end tournament for the top-ranked junior singles players. He later enrolled at the University of Virginia to play collegiate tennis, but chose to forgo his remaining years of eligibility after his first year. As a professional, Nakashima broke into the top 100 in August 2021 after reaching his first two ATP Tour finals. His breakout success qualified him for the 2021 Next Generation ATP Finals, the year-end tournament for the top-ranked singles players aged 21 and under, where he made it to the semifinals, and he closed the season at a career-high ranking of No. 62."
28138752,"Thaumaci or Thaumacus, was a town and polis (city-state) of Phthiotis in Ancient Thessaly, was situated on the pass called Coela, on the road from Thermopylae and the Maliac Gulf passing through Lamia. The modern city of Domokos occupies its site. At this place, says Livy, the traveller, after traversing rugged mountains and intricate valleys, comes suddenly in sight of an immense plain like a vast sea, the extremity of which is scarcely visible. From the astonishment which it excited in the traveller, the city was supposed to have derived its name. It stood upon a lofty and precipitous rock. It was besieged by Philip V of Macedon in 199� BCE; but a reinforcement of Aetolians having made their way into the town, the king was obliged to abandon the siege. Thaumaci was taken by the consul Acilius in the war with Antiochus, 191� BCE. The modern town of Domokos occupies the site of Thaumaci, and at this place inscriptions were found containing the ancient name. Its situation and prospect are in exact accordance with the description"
54141355,"Doug de Vries (born 26 July 1960) is an Australian guitarist working in Melbourne, Victoria. He studied jazz guitar with Bruce Clarke and classical guitar under Jochen Schubert and began playing professionally at the age of 18. He undertook a degree in Music at La Trobe University between 1983 and 1987 joining the Australian Jazz Orchestra a year later. de Vries performs in a variety of styles including jazz, choro, tango and bossa nova and is Australia's leading exponent of the Brazilian guitar repertoire. He has recorded numerous albums of original works and classic Brazilian repertoire, along with performers including Australian artists James Morrison, Paul Grabowsky, Don Burrows, Kate Ceberano, and Judy Jacques, as well as international artists Yamandu Costa, Luciana Rabello, Jorginho do Pandeiro, Hermeto Pascoal, Mauricio Carrilho, Nailor Proveta and Lula Galvao. He worked with Paul Grabowsky on the Channel 7 program 'Tonight Live with Steve Vizard' over three years in the 1990s. In July 1991 he won the Australian Jazz & Blues Award for ""Australia's Best Jazz Guitarist""."
3351416,"The Make-Up is an American post-punk band from Washington, D.C. formed in 1995, consisting of ex-Nation of Ulysses frontman Ian Svenonius on vocals, James Canty on guitar and organ, Steve Gamboa on drums, and Michelle Mae on bass guitar. The Make-Up were joined in late 1999 by a fifth member, Alex Minoff (of the groups Golden and Extra Golden), who played guitar with the group until the band's dissolution in early 2000. The Make-Up combined garage rock, soul, and a self-styled liberation theology to make a new genre they called ""Gospel Yeh-Yeh"". This style led to an emphasis on live performances and interaction between the band and their audience, incorporating the audience into the performances as a ""fifth member"", creating what one reviewer described as """"highly energetic and participatory live shows"". Parallel to the band's gospel musical stylings, the Make-Up produced music under a communism-influenced political philosophy that they saw as counter to the capitalist form of modern rock and roll and pop music."
