id,truncated,Average Generated Probability,Completely Generated Probability,Overall Burstiness,Average Perplexity,GPTZero Prediction
41294917,"Somewhere Somehow is the fourth studio album by American rock band We the Kings. It is the first album without bassist Drew Thomsen, who was replaced by Charles Trippy. Keyboardist Coley O'Toole was also added into the lineup. After parting ways with S-Curve Records, the group released the single ""Just Keep Breathing"" in April 2013. Over the next couple of months, the band released ""Find You There"" and ""Any Other Way"" as singles before going on the Summer Fest tour. In late September, the band started a campaign to crowd-fund their next album; it eventually received over $149,000 from 2,309 people. The band recorded in Los Angeles, California, working with Blake Healy, Steve Shebby and David Immerman, all of whom co-wrote and produced songs on the album. The album was announced for release with the title Vitam Regum, before it was changed to Somewhere Somehow a week later. ""Art of War"" was released as a single in early December. Somewhere Somehow was released on December 16 through Ozone Entertainment. Following a U.S. tour in March 2014, the group toured Japan",0.7272727272727273,0.38799916862381584,68.21623229980469,76.36363636363636,Human
10495152,"The A5120 is an A-class road in Bedfordshire, linking the conjoined towns of Ampthill and Flitwick to Dunstable and, via the M1 motorway, Luton and London. It connects with the M1 at junction 12 in close proximity to the Toddington services. On its route from Ampthill to Dunstable, the A5120 serves Westoning, Harlington, Toddington and Tebworth. Unusually for an A-road, it does not meet another A-road at any point between its start on the A507 and its end on the A5. This would change if the A505 Dunstable North Bypass were to be built, however. When the A5120 meets the A5 in Dunstable, the latter is multiplexed with the A505 road. The road passes through the Houghton Regis area of Dunstable as it approaches the town from the north. The road actually continues past the A5, without its A5120 number, as an unclassified road, into the Beecroft industrial estate, where it meets the B489 road from Ivinghoe.",0,3.002406954195395e-07,68.53153228759766,118.5,Human
4508056,"FORGE is a United States-based nonprofit organization that works with displaced communities in Africa. FORGE was founded by Stanford University graduate Kjerstin Erickson at the age of 20 in 2003. Since its founding, FORGE has implemented over seventy community development projects that have served more than 70,000 refugees in four refugee camps in Zambia and Botswana. An official Operating Partner of the United Nations refugee agency (UNHCR), FORGE works in Zambia, hand-in-hand with refugees from the Democratic Republic of Congo, Angola, Rwanda, Burundi, and Sudan. FORGEâs Mission
 FORGE aims to build upon the capacity of African refugees to cultivate empowered communities and to create the conditions for peace and prosperity in their countries. FORGE believes that individuals affected by war are a key factor to breaking the cycle of war and poverty in Africa. Instead of providing relief work for refugees, FORGE aims at providing education and training to refugees in order to empower them with greater economic and leadership capacity. There are five main project areas that FORGE is now working on: Education, Economic Development, Health Education, Womenâs Empowerment and Community Enrichment.",0,4.188728382629251e-08,4661.5078125,1591.3333333333333,Human
68505558,"Jai Bhim is a 2021 Indian Tamil-language legal drama film directed by T. J. Gnanavel and produced by Jyothika and Suriya under 2D Entertainment. The film stars Suriya and Lijomol Jose with Manikandan, Rajisha Vijayan, Prakash Raj, Rao Ramesh and others in supporting roles. The film deals with the subject of police bias and state violence against a marginalised community. Based on a true incident in 1995, which involves a case fought by Justice K. Chandru, it revolves around the lives of Sengeni and Rajakannu, a couple from the Irular tribe. Rajakannu was arrested by the police, and was later missing from the police station. Sengeni seeks the help of an advocate Chandru to seek justice for her husband. Following an official announcement in April 2021, the film began principal photography that month, with many sequences being shot in Chennai and Kodaikanal. Production was halted due to the COVID-19 pandemic and filming resumed in July 2021. It was completed that September. The film's cinematography and editing were handled by S. R. Kathir",0,5.7802576784471645e-09,59.32059860229492,114.4,Human
5401740,"The Central Connecticut Conference (CCC) is an interscholastic athletic conference in the Greater Hartford region of Connecticut, United States. History
 In July 1999 founding member Enfield High school would leave the CCC Conference to join the NCCC. E.O. Smith applied to join the CCC Conference in 1999 due to increasing enrollment, E.O. Smith would replace the departing Enfield high school. The Central Connecticut Conference or (CCC) went through major expansion in 2009 with a total of 32 schools participating in the conference. In the 2015â16 school year, Avon High School joined the CCC. This made the conference change back to three divisions of eleven teams, with a blue and a white section in each division, with one having five teams and the other having six. Avon High School moved from the NCCC, where they were the largest school. Some of their competitors were not large enough to have freshman and/or junior varsity teams for Avon to compete against, leading to their move. Avon High school would be replacing Fermi High School which closed its doors at the end of the 2016 academic year, Fermi would merge all of its sports with Enfield High",0.3333333333333333,3.122980082916649e-05,83.36429595947266,86.16666666666667,Human
7819571,"The Borderland series of urban fantasy novels and stories were created for teenage readers by author Terri Windling. Most of the series is set in Bordertown, a dystopian city near the border between ""the Elflands"" and ""The World"". The series consists of five anthologies and three novels. The series has spawned fan groups, gaming groups, costumed events (such as the Borderzone parties in Los Angeles), and was discussed in The Fence and the River: Culture and Politics at the US-Mexico Border by Claire F. Fox. Bordertown is the name of the shared universe created by Terri Windling, and a fictional place within that universe. The premise of the Borderland books is that the ""Elflands"" - a realm of magic populated by post-Tolkien elves have ""returned"" to ""The World"". The region of juxtaposition of the Elflands and the World includes Bordertown or ""B-Town"", and the ""Borderlands"" which lie between Bordertown and the World. In the liminal environment of Bordertown and its environs, neither magic nor technology functions ""normally"", and unpredictable combinations of the two may emerge.",0,3.002406954195395e-07,16.733200073242188,62.5,Human
8455187,"Xian refers to a person or similar entity having a long life or being immortal. The concept of xian has different implications dependent upon the specific context: philosophical, religious, mythological, or other symbolic or cultural occurrence. The Chinese word xian is translatable into English as:
  (in Daoist philosophy and cosmology) spiritually immortal; transcendent human; celestial being 
  (in Daoist religion and pantheon) physically immortal; immortal person; an immortal; saint
  (in Chinese alchemy) alchemist; one who seeks the elixir of life; one who practices longevity techniques
  (or by extension) alchemical, dietary, or qigong methods for attaining immortality
  (in Chinese mythology) wizard; magician; shaman; sorcerer
  (in popular Chinese literature) genie; elf, fairy; nymph; (xian jing is fairyland, faery)
  (based on the folk etymology for the character, a compound of the characters for person and mountain) sage living high in the mountains; mountain-man; hermit; recluse
  (as a metaphorical modifier) immortal [talent]; accomplished person; celestial",0,7.905478706061581e-10,114.97343444824219,154.0909090909091,Human
838269,"Death of Cook is the name of several paintings depicting the 1779 death of the first European visitor to the Hawaiian Islands, Captain James Cook at Kealakekua Bay. 
 Most of these paintings seem to go back to an original by John Cleveley the Younger, painted in 1784, although other versions, like that of John Webber, stood model for later copies too. Such artworks were reproduced in paint and engraving over the course of modern world history. The much more famous reproductions, like the one at the Honolulu Museum of Art (allegedly based on the Cleveley version), often depicted Cook as a peacemaker trying to stop the fighting between his sailors and the native Hawaiians that they had challenged in combat. However, in 2004, the original Cleveley painting was discovered in a private collection belonging to a family since 1851. James, Cleveley's brother was a member of Cook's crew, and the painting is said to concur with his drawings and eyewitness accounts. The original depicted Cook involved in hand-to-hand combat with the native Hawaiians. The discovery of the original painting has not changed the way most historians view",0,3.002406954195395e-07,8.675704956054688,53.125,Human
50875,"The history of Madagascar is distinguished clearly by the early isolation of the landmass from the ancient supercontinent containing Africa and India, and by the island's late colonization by human settlers from the Sunda islands (Malay Archipelago) and from East Africa. 
 These two factors facilitated the evolution and survival of thousands of endemic plant and animal species, some of which have gone extinct or are currently threatened with extinction due to the government not allocating resources to help the growing population, causing many people to resort to harmful environmental practices as a way of survival.
 Trade in the Indian Ocean at the time of first colonization of Madagascar was dominated by large ships, called Djong, coming from Java and Sumatra. Over the past two thousand years the island has received waves of settlers of diverse origins including Austronesian, Bantu, Arab, South Asian, Chinese and European. The majority of the population of Madagascar today is a mixture of Austronesian and Bantu settlers. Despite popular belief, there has been no genetic input from Arabs or Indians, although one tribe, the Antemoro, claims descent from Somali Arab traders. European and Middle eastern paternal ancestry is also present.",0.7142857142857143,0.43553893521650333,43.6364860534668,56.857142857142854,Human
34150243,"The Sony Î± NEX-7 is a digital camera announced 24 August 2011 by Sony. It is a mirrorless interchangeable lens camera and as such inherits a smaller body form factor than a traditional digital single-lens reflex camera, while still retaining the sensor size and features of an APS-C-sized model. It is targeted at experienced users, enthusiasts and professionals. It is replaced by the ILCE-6000 (Î±6000). Features
 Being targeted at experienced users, enthusiasts and professionals, the Sony NEX-7 offers features relevant to them. Mainly, it integrates a 24.3 megapixels APS-C sensor, videos 1920Ã1080p at 60 frame/s in AVCHD 2 and 10Â fps stills shooting. It's built in a robust magnesium alloy and incorporates an XGA OLED electronic viewfinder with 2.4 million dots resolution.
 The camera's specifications are as follows:
 24 megapixel APS-C CMOS image sensor
 ISO 100-16000
 2.4 million dot OLED Electronic View Finder (EVF)
 Electronic first-curtain shutter (for faster response time)
 1080p 60Â HD video recording with",0,1.9423564570952465e-12,153.1627960205078,160.07142857142858,Human
1399530,"Israel (Yisrol) Grodner (; ca. 1848 â 1887) was one of the founding performers in Yiddish theater. A Lithuanian Jew who moved at the age of 16 to Berdichev, Ukraine, Russian Empire, the Broder singer and actor was in IaÅi, Romania in 1876 when Abraham Goldfaden recruited him as the first actor for what became the first professional Yiddish theater troupe. Jacob Adler remarks that as the only Lithuanian Jew in the early years of Yiddish theater, he deliberately spoke a different dialect of Yiddish on stage so that it would blend better with the other actors. (The Yiddish of Lithuania differed from that of Ukraine and Romania.) Although his early performances with Goldfaden are usually considered the start of professional Yiddish-language theater, as a Broder singer Grodner was already something of an actor, and he had already participated in an 1873 concert in Odessa, Ukraine in which he and other Broder singers sang songs (including some of Goldfaden's) and improvised comic material between songs that was very similar to Goldfaden's early, highly improvised,",0,1.4747424472217235e-05,382.51727294921875,229.66666666666666,Human
2410609,"Cimarron is a 1931 pre-Code epic Western film directed by Wesley Ruggles, starring Richard Dix and Irene Dunne, and featuring Estelle Taylor and Roscoe Ates. The Oscar-winning script was written by Howard Estabrook based on the 1930 Edna Ferber novel Cimarron. It would be RKO's most expensive production up to that date, and its winning of the top Oscar for Best Production would be only one of two ever won by that studio. It is also one of three Westerns to ever win the top honor at the Academy Awards, the others being Dances with Wolves (1990) and Unforgiven (1992). Epic in scope, spanning forty years from 1889 to 1929, it was a critical success, although it did not recoup its production costs during its initial run in 1931. Plot
 The Oklahoma land rush of 1889 prompts thousands to travel to the Oklahoma Territory to grab free government land; Yancey Cravat (Richard Dix) and his young bride, Sabra (Irene Dunne) cross the border from Kansas to join the throngs. In the ensuing race, Yancey is outwitted by a young",0.375,0.0026598177504352813,32.025657653808594,50.75,Human
36670656,"Melvin Henry Roberts (January 18, 1943 â September 1, 2007) was an American professional baseball player, coach and manager. Primarily an outfielder during his playing days, all spent in the minor leagues, Roberts spent four seasons (1992â95) in Major League Baseball as the first-base coach of the Philadelphia Phillies, including service on the Phillies' 1993 National League pennant-winning team. Roberts was born in Abington Township, Montgomery County, Pennsylvania, graduated from Abington Senior High School, and attended both Temple University and Spartanburg Technical College. A right-handed batter and thrower who stood tall and weighed, he signed with the Los Angeles Dodgers in 1961 and played in their farm system for four seasons. After spending 1965 out of pro baseball, Roberts signed with the Phillies' system, playing for the 1966 Spartanburg Phillies as a teammate of Larry Bowa and Denny Doyle on a club that won a Western Carolinas League record 25 consecutive games and the league championship. With lengthy service as a player, coach and manager, Roberts became a longtime resident of Spartanburg, South Carolina. In 781 games played, Roberts batted.234 with 588 hits during a ten-season minor league",0.42857142857142855,0.01437310935730822,54.86954116821289,64.0,Human
59328533,"Love Season is the debut studio album by jazz pianist Alex Bugnon. It was released in 1988 through Orpheus Records. Recording sessions took place at Presence Studios in East Haven, Connecticut, at Unique Studios, 39th Street Music Studio and Rawlston Recording Studio in New York City. The production was handled by Rahni Song, Poogie Bell and Victor Bailey with executive producer Beau Huggins. The album spawned three singles: ""Piano in the Dark"", ""Going Out"" and ""Yearning for Your Love"". The album peaked at number 127 on the Billboard 200 and at number 34 on the Top R&B/Hip-Hop Albums chart in the United States. Its singles ""Going Out"" and ""Yearning for Your Love"" made it to #83 and #85 respectively on the Hot R&B/Hip-Hop Songs chart. Alex Bugnon received a nomination for Soul Train Music Award for Best Jazz Album in 1990 Soul Train Music Awards, but lost to Quincy Jones' Back on the Block.",0.5,0.028370927510413157,78.98462677001953,85.5,Human
56917904,"Lidia Karen Zapata Campos (born 28 December 1982) is a Peruvian chess player who hold the FIDE title of Woman International Master (WIM, 1999). She is a four-time winner of the Peruvian Women's Chess Championship (2000, 2002, 2003, 2004). Biography
 In 1999, in Santiago won the Pan American Girl's Chess Championship in the age group U20, and in 2000 in Bento GonÃ§alves won the Pan American Girl's Chess Championship in the age group U18. In 2002, in La Paz she was the second in the Pan American Girl's Chess Championship in the age group U20. In August 2005, she was second in the Pan American Women's Chess Championship, only in a tie-break after losing to Argentinean chess player Claudia Amura. She won four times in the Peruvian Women's Chess Championships: 2000, 2002, 2003 and 2004. In October 2005, after winning the FIDE South America zone tournament, she qualified for the Women's World Chess Championship. In 2006, in Yekaterinburg she participated in the Women's World Chess Championship, where she defeated Kateryna Lagno in the first round, but",0.3333333333333333,0.00045538989372187586,1456.1014404296875,534.0,Human
65357669,"On September 13, 2020, most of the original cast members of the 1987 film The Princess Bride took part in a virtual live dramatic reading of the film script to support Wisconsin Democrats. The returning cast included Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Billy Crystal, and Carol Kane, with additional performances by Rob Reiner as the Grandfather, Josh Gad as Fezzik, Eric Idle as the Impressive Clergyman, Whoopi Goldberg as the Ancient Booer and the Mother, and Jason Reitman as the narrator, among others. Norman Lear joined the Q&A session at the end, which was hosted by Patton Oswalt. Cast members promoted the event beforehand using the hashtags ""#PrincessBrideReunion"" and ""#DumpTrumperdinck."" More than 110,000 viewers donated a dollar or more to Wisconsin Democrats to view the livestream, which raised $4.25Â million and received widely positive reviews, with special praise for Patinkin's performance. Origin of event
 The idea to recruit Princess Bride cast members for a fundraiser was inspired by a benefit event organized by Wisconsin Democrats that reunited cast members",0,2.1228447818352375e-06,504.2590026855469,262.85714285714283,Human
67671166,"HatanpÃ¤Ã¤ is a district in Tampere, Finland, located in the southern part of the city center on the shores of Lake PyhÃ¤jÃ¤rvi. HatanpÃ¤Ã¤ is actually a peninsula that protrudes towards the lake, leaving the waters of Viinikanlahti Bay to the north and Vihilahti Bay to the south. The area is named after HatanpÃ¤Ã¤ Manor, whose land from HÃ¤rmÃ¤lÃ¤ to SÃ¤Ã¤ksjÃ¤rvi and Nekala was bought for the city in 1913. Administratively, the area has belonged to the city since 1920. In 2014, the population of the area was measured as 2,686 inhabitants. HatanpÃ¤Ã¤ is a well-known district because of its many significant sites, including HatanpÃ¤Ã¤ Manor, HatanpÃ¤Ã¤ Park and HatanpÃ¤Ã¤ Arboretum, primary school and high school, and TAYS' second large hospital area, HatanpÃ¤Ã¤ Hospital, as well as a large number of car dealerships and industry. The busy HatanpÃ¤Ã¤ Highway (HatanpÃ¤Ã¤n",0.42857142857142855,0.01437310935730822,33.36094284057617,53.57142857142857,Human
15528047,"WMML (1230 AM) is a radio station broadcasting a sports format. Licensed to Glens Falls, New York, United States, the station serves the Glens Falls area. Established in 1959 as WSET, the station is owned by Pamal Broadcasting, through licensee 6 Johnson Road Licenses, Inc., and features programming from Fox Sports Radio. History
 What is now WMML began operations in 1959 as WSET, programming a middle of the road format; for a time, the station studios were located in the Queensbury Hotel in Glens Falls. In 1965, WSET changed its call letters to WBZA; the new call letters arose from the station owner's respect for WBZ in Boston. At the time, the station broadcast at 1410 AM with a ""daytime only"" license from the Federal Communications Commission (FCC). At sunset each day, the station would leave the air until the next day at 6 a.m. In 1971, the format was changed to Top 40. During the later 1970s, WBZA evolved to more of an adult contemporary format, and it eventually changed frequencies to 1230 in late 1982. WBZA flipped formats in 1986 to nostalgia,",0,7.905478706061581e-10,897.9646606445312,362.90909090909093,Human
29974265,"In October, 1982, three members of an anarchist urban guerrilla group known as Direct Action acted upon ""their wish to end the arms race"" and filled a stolen pick-up truck with of dynamite and drove from Vancouver to Toronto, Canada planting the bomb outside Litton Industries, a manufacturer of American cruise missile components many feared would increase the risk of nuclear war. Although the militants had phoned to evacuate the building, the bomb was accidentally detonated several minutes before its announced deadline, injuring several bomb squad police officers and civilians in the vicinity. Litton Industries' role
 Litton Industries was conceived as a radio-engineering firm in 1934, but was purchased by Charles Bates Thornton, a Pentagon official with ""all the right connections in the government and military"", in 1956. Litton transformed into a military producer, building entire naval ships in their private shipyards and installing their privately produced equipment including communications and navigation systems.",0,0.00010005934720001114,947.5121459960938,503.4,Human
52508049,"The Denver Guardian was a fake news website, known for a popular untrue story about Hillary Clinton posted on the site on November 5, 2016, three days before the 2016 U.S. presidential election, which Clinton lost. The story, entitled ""FBI Agent Suspected In Hillary Email Leaks Found Dead In Apparent Murder-Suicide"", alleged that an FBI agent investigating Clinton had been found dead in a Maryland house fire. 
 The story was shared on Facebook (a news source for ""44 percent of U.S. adults"") more than half a million times and earned more than 15.5 million impressions. According to a Denver Post newspaper story on the Denver Guardian and the Clinton article,
 While ""The Guardian"" claimed to be Denver's ""oldest"" news source, the site's domain was first registered only a few months before in July 2016;
 the story on Clinton appeared to be the only article on the website (it was ""the only story showing up under the ""News"" section and all other sections are turning up errors""); 
 while the story quoted a ""Walkerville Police Chief Pat Frederick"", Walkersville, Maryland, does not have a police department; but have Five Resident",0.42857142857142855,0.01437310935730822,92.84113311767578,83.14285714285714,Human
14798878,"The Raven's Claw is an all-male senior honorary society at Dickinson College. It was founded in 1896, making it the first society unique to Dickinson College and one of the oldest in the country. Membership is limited to seven senior men who are selected by the seven previous members. The new members are chosen based on a variety of factors, which are speculated to include: campus leadership, a solid academic record, and athletic participation. While those are often the factors associated with membership in the Raven's Claw Society, no one knows for certain how or why members are selected. Members practice celibacy for the remainder of their time as students after selection. New members are inducted in a ""Tapping Ceremony"" which is held on the ""Old Stone Steps of Old West."" The ceremony is traditionally conducted during commencement weekend. They are called ""claws"" or ""white hats"", denoting the white caps they wear around campus to signify unity and loyalty on certain days throughout the year. History",0.1,1.600189598916152e-07,96.15618133544922,88.3,Human
44262481,"The Helena Confederate Cemetery is located in the southwest corner of the Maple Hill Cemetery on Holly Street in Helena, Arkansas. It is a small section of the larger cemetery, under one acre in size, and is marked by two significant memorials: the Confederate Memorial and the memorial to Confederate Army General Patrick Cleburne, whose burial here is the only known place associated with his life. The Cleburne memorial is a marble shaft in height, topped by an urn with flames coming from its top. The Confederate Memorial is a marble depiction of a soldier, mounted on a granite shaft, surrounded by pyramids of cannonballs and inverted cannons. The cemetery has more than 100 marked graves, 15 of which are unidentified Confederate dead, and 23 are of those killed in the 1863 Battle of Helena. The cemetery was listed on the National Register of Historic Places in 1996.",0.16666666666666666,0.0003567719749987809,24.072805404663086,45.5,Human
40795901,"Plutopia: Nuclear Families, Atomic Cities, and the Great Soviet and American Plutonium Disasters is a 2013 book by American environmental historian Kate Brown. The book is a comparative history of the cities of Richland, in the northwest United States adjacent to the U.S. Department of Energy Hanford Site plutonium production area, and Ozersk, in Russia's southern Ural mountain region. These two cities were home to the world's first plutonium production sites, and in Plutopia Brown charts the environmental and social impacts of those sites on the residents of and the environment surrounding the two cities. Brown argues that the demands of plutonium production â both the danger of the physical process and the secrecy required in the Cold War context â led both US and Soviet officials to create ""Plutopias,"" ideal communities to placate resident families in exchange for their cooperation and control over their bodies. This entailed creating significant state-run welfare programs along with high levels of consumerism in both places. However, each city witnessed what Brown terms ""slow-motion disasters"" via the slow, and usually controlled, release of high levels of radiation into their surrounding environments. Awards 
 Plutopia was awarded the 2014 George",0,3.002406954195395e-07,11634.337890625,4210.75,Human
