id,url,title,wiki_intro,generated_intro,title_len,wiki_intro_len,generated_intro_len,prompt,generated_text,prompt_tokens,generated_text_tokens
4864858,https://en.wikipedia.org/wiki/William%20Glasgow%20%28general%29,William Glasgow (general),"Major General Sir Thomas William Glasgow  (6 June 1876 – 4 July 1955) was a senior Australian Army officer and politician. Glasgow rose to prominence during the First World War as a brigade and later divisional commander on the Western Front. Post-war, he was elected to the Australian Senate, representing Queensland as a Nationalist Party member from 1919 to 1931, before appointment as Australian High Commissioner to Canada. In 1945, Glasgow returned to Australia and resumed his private business interests. He died in Brisbane in 1955, at the age of 79. Early life
Thomas William Glasgow was born on 6 June 1876 at Tiaro, near Maryborough, Queensland. He was the fourth child of Mary (née Anderson) and Samuel Glasgow. His father was a farmer of Ulster Scots origin. Glasgow undertook his schooling at One Mile State School in Gympie, Queensland, and then later at Maryborough Grammar School. Upon completion of his schooling, Glasgow worked as a junior clerk for a mining company in Gympie, before moving to the Queensland National Bank, in the same town, also in a clerical role.","Major General Sir Thomas William Glasgow 

Thomas William Glasgow, (25 October 1792 – 26 March 1868) was a senior British Army officer who served in the Napoleonic Wars and in the Crimean War. He later became General Officer Commanding the British Armies in India.

Glasgow was born at sea on 25 October 1792, the younger son of Thomas Glasgow, captain of the brigantine ""Charlotte Dundas"", and his wife, Elizabeth (née Kennedy). He was educated at Harrow School and the Royal Military Academy, Woolwich.

He served with distinction in the Peninsular War, where he was wounded at the Battle of Busaco and at the Battle of Vimeiro. He later served as Assistant Adjutant-General to Sir Arthur Wellesley, 1st Duke of Wellington. After Wellesley's death in 1822, he succeeded him as Commander-in-Chief of the British Army in Portugal. 

In 1826 he was appointed Colonel of the 2nd Regiment of Foot, and two years later he became a Major-General. In 1830 he was appointed Governor of Ceylon, where he successfully opposed an attempt by the Dutch to re-establish their former colony. He returned to England in 1834 and became Inspector General of Infantry.

In 1840 he was appointed Lieutenant-General and commander in chief of the Forces in Ireland. In 1846 he became General Officer Commanding the British Armies in India and held this post until",3,180,219,"200 word wikipedia style introduction on 'William Glasgow (general)'
    Major General Sir Thomas William Glasgow ","

Thomas William Glasgow, (25 October 1792 – 26 March 1868) was a senior British Army officer who served in the Napoleonic Wars and in the Crimean War. He later became General Officer Commanding the British Armies in India.

Glasgow was born at sea on 25 October 1792, the younger son of Thomas Glasgow, captain of the brigantine ""Charlotte Dundas"", and his wife, Elizabeth (née Kennedy). He was educated at Harrow School and the Royal Military Academy, Woolwich.

He served with distinction in the Peninsular War, where he was wounded at the Battle of Busaco and at the Battle of Vimeiro. He later served as Assistant Adjutant-General to Sir Arthur Wellesley, 1st Duke of Wellington. After Wellesley's death in 1822, he succeeded him as Commander-in-Chief of the British Army in Portugal. 

In 1826 he was appointed Colonel of the 2nd Regiment of Foot, and two years later he became a Major-General. In 1830 he was appointed Governor of Ceylon, where he successfully opposed an attempt by the Dutch to re-establish their former colony. He returned to England in 1834 and became Inspector General of Infantry.

In 1840 he was appointed Lieutenant-General and commander in chief of the Forces in Ireland. In 1846 he became General Officer Commanding the British Armies in India and held this post until",24,300
931397,https://en.wikipedia.org/wiki/FM%20Towns%20Marty,FM Towns Marty,"The FM Towns Marty is a fifth-generation home video game console released in 1993 by Fujitsu, exclusively for the Japanese market. It is often claimed to be the first 32-bit CD-based home video game system, although it has a 16-bit data bus, just like the earlier Commodore CDTV and Sega CD, which both have Motorola 68000 processors that are similar internally 16/32-bit, but with a 16-bit data bus. The console came complete with a built in CD-ROM drive and disk drive. It was based on the earlier FM Towns computer system Fujitsu had released in 1989. The Marty was backward-compatible with older FM Towns games. In 1994 a new version of the console called the  was released. It featured a darker gray shell and a new lower price (¥66,000 or  but was otherwise identical to the first Marty. It is widely believed that the FM Towns Marty 2 would feature similar improvements to the FM Towns 2, which had a swifter CPU than the first, but this was not the case. It has also been speculated that the Marty 2 featured an Intel 486 CPU; however, this was also discovered to be false.","The FM Towns Marty is a fifth-generation Famicom game console released in Japan on October 26, 1988. It is a handheld console with no buttons on the front, and uses a joystick to control movement and direction. The Marty has a built-in speaker that plays Famicom games directly from the cartridge, and includes a built-in light gun for shooting enemies.

The FM Towns Marty was one of the earliest handheld game consoles, and its design was influential on later handheld consoles such as the Game Boy and the Nintendo DS. The Marty was discontinued in 1992, but was rereleased in 2006 as a part of the 3DS Virtual Console service.",3,195,109,"200 word wikipedia style introduction on 'FM Towns Marty'
    The FM Towns Marty is a fifth-generation"," Famicom game console released in Japan on October 26, 1988. It is a handheld console with no buttons on the front, and uses a joystick to control movement and direction. The Marty has a built-in speaker that plays Famicom games directly from the cartridge, and includes a built-in light gun for shooting enemies.

The FM Towns Marty was one of the earliest handheld game consoles, and its design was influential on later handheld consoles such as the Game Boy and the Nintendo DS. The Marty was discontinued in 1992, but was rereleased in 2006 as a part of the 3DS Virtual Console service.",25,125
52666398,https://en.wikipedia.org/wiki/Genevi%C3%A8ve-Aim%C3%A9-Zo%C3%AB%20Pr%C3%A9vost,Geneviève-Aimé-Zoë Prévost,"Geneviève-Aimé-Zoë Prévost (15 April 1802, Paris – 10 April 1861, Paris) was a French operatic soprano. She created leading roles in some of the most notable French opéras comiques of the first half of the nineteenth century, including ""Fra Diavolo"" by Daniel Auber and ""Le postillon de Lonjumeau"" by Adolphe Adam. Career
Geneviève-Aimé-Zoë Prévost, also known as Zoé Prévost, had a younger brother, Eugene, who was a composer and conductor. Zoé studied singing at the Paris Conservatoire and made her debut at the Opéra-Comique, Paris, in 1821. The Opéra-Comique at that time presented operas light in tone and with spoken dialogue between the musical numbers. She created leading roles in many opéras comiques including  the title role in ""La marquise de Brinvilliers"", a collaborative work between nine composers, and in works by Fromental Halévy, Ambroise Thomas, and others. Considered one of the","Geneviève-Aimé-Zoë Prévost (15 April 1802, Paris – 12 September 1863, Paris) was a French artist and writer.

Geneviève-Aimé-Zoë Prévost was born on 15 April 1802 in Paris. She was the daughter of Aimé Prévost, a celebrated French dramatist, and Zoë Arago, a noted feminist writer.

Prévost began her artistic career as an illustrator and caricaturist. In 1829, she published her first book, a collection of children's drawings titled ""Les Aventures de Toto"". In 1835, she published her first novel, ""L'Éducation sentimentale"".

Prévost's fame as an artist grew rapidly in the 1840s. She became one of the leading exponents of Romantic painting in France. Her most famous works from this period include ""La Joconde"" (1840), ""Napoléon Ier enfermé à Saint-Helena"" (1843), and ""Les Deux Magots"" (1875).

Prévost also became known for her poetry. Her best-known works from this period include the poetry collection ""Le Coeur sur la main"" (1848) and the novel ""La Mare au dessus des flots"" (1856).

Geneviève-Aimée-Zoë Prévost died on 12 September 1863 in Paris.",2,264,162,"200 word wikipedia style introduction on 'Geneviève-Aimé-Zoë Prévost'
    Geneviève-Aimé-Zoë Prévost (15 April 1802, Paris –"," 12 September 1863, Paris) was a French artist and writer.

Geneviève-Aimé-Zoë Prévost was born on 15 April 1802 in Paris. She was the daughter of Aimé Prévost, a celebrated French dramatist, and Zoë Arago, a noted feminist writer.

Prévost began her artistic career as an illustrator and caricaturist. In 1829, she published her first book, a collection of children's drawings titled ""Les Aventures de Toto"". In 1835, she published her first novel, ""L'Éducation sentimentale"".

Prévost's fame as an artist grew rapidly in the 1840s. She became one of the leading exponents of Romantic painting in France. Her most famous works from this period include ""La Joconde"" (1840), ""Napoléon Ier enfermé à Saint-Helena"" (1843), and ""Les Deux Magots"" (1875).

Prévost also became known for her poetry. Her best-known works from this period include the poetry collection ""Le Coeur sur la main"" (1848) and the novel ""La Mare au dessus des flots"" (1856).

Geneviève-Aimée-Zoë Prévost died on 12 September 1863 in Paris.",51,296
4623509,https://en.wikipedia.org/wiki/Secretory%20protein,Secretory protein,"A secretory protein is any protein, whether it be endocrine or exocrine, which is secreted by a cell. Secretory proteins include many hormones, enzymes, toxins, and antimicrobial peptides.
Secretory proteins are synthesized in the endoplasmic reticulum. Production
The production of a secretory protein starts like any other protein. The mRNA is produced and transported to the cytosol where it interacts with a free cytosolic ribosome. The part that is produced first, the N-terminal, contains a signal sequence consisting of 6 to 12 amino acids with hydrophobic side chains. This sequence is recognised by a cytosolic protein, SRP (Signal Recognition Particle), which stops the translation and aids in the transport of the mRNA-ribosome complex to an SRP receptor found in the membrane of the endoplasmic reticulum. When it arrives at the ER, the signal sequence is transferred to the translocon, a protein-conducting channel in the membrane that allows the newly synthesized polypeptide to be translocated to the ER lumen. The dissociation of SRP from the ribosome restores","A secretory protein is any protein, whether produced by a cell or produced in the body, that is secreted from the cell into the extracellular space. This includes proteins that are released from cells in response to an external stimulus, such as activation of a signaling pathway, or proteins that are produced by cells on demand. Secretory proteins can be classified according to their mode of secretion, which can be exocytosis, endocytosis, or both.",2,189,74,"200 word wikipedia style introduction on 'Secretory protein'
    A secretory protein is any protein, whether"," produced by a cell or produced in the body, that is secreted from the cell into the extracellular space. This includes proteins that are released from cells in response to an external stimulus, such as activation of a signaling pathway, or proteins that are produced by cells on demand. Secretory proteins can be classified according to their mode of secretion, which can be exocytosis, endocytosis, or both.",25,86
19873089,https://en.wikipedia.org/wiki/The%20Horrorist%20%28comics%29,The Horrorist (comics),"The Horrorist was an occult and horror-themed comic book limited series written by Jamie Delano, with art by David Lloyd, published by the DC Comics imprint Vertigo.  It was a spin-off of Vertigo's popular Hellblazer series and features the character John Constantine.  The book consisted of two 52-page issues without advertisements, published in December 1995 and January 1996 respectively. Plot
The story revolves around Angel, who as a young girl was rescued from war-torn Mozambique, and who witnessed the most unspeakable war crimes and atrocities.  As an adult, in the present day, Angel becomes a ""Horrorist"", that is, someone who redistributes pain by unveiling to people the suffering of others.  She travels America's roadways, annihilating people's solipsistic existence by exposing them to the unfettered scope of true oppression, famine and murder. Sometimes this takes the form of altered reality, such as several boys playing in the snow dying from landmines that were not there earlier.","The Horrorist was an occult and horror-themed comics anthology magazine published by DC Comics from 1978 to 1983. It was a spin-off of The Terror, which had been published by the company from 1974 to 1978.

The Horrorist was initially conceived as a supplement to The Terror, featuring longer stories and more extensive coverage of horror-related comics material than the standard comic book. However, it soon surpassed The Terror in both scope and popularity, leading to its own series and ultimately becoming an independent comic book publisher in its own right.

The Horrorist played an important role in popularizing occult and horror comics, particularly among mainstream American readers. It featured stories by such well-known creators as Steve Niles, Alan Moore, and Robert Kirkman, as well as lesser-known contributors who would go on to become major names in the field.

Despite its success, The Horrorist was short-lived; it ceased publication with issue #75 in 1983. Its influence can be seen in such contemporary comics anthologies as Dark Horse Presents and Vertigo Crime.",3,158,168,"200 word wikipedia style introduction on 'The Horrorist (comics)'
    The Horrorist was an occult and horror-themed"," comics anthology magazine published by DC Comics from 1978 to 1983. It was a spin-off of The Terror, which had been published by the company from 1974 to 1978.

The Horrorist was initially conceived as a supplement to The Terror, featuring longer stories and more extensive coverage of horror-related comics material than the standard comic book. However, it soon surpassed The Terror in both scope and popularity, leading to its own series and ultimately becoming an independent comic book publisher in its own right.

The Horrorist played an important role in popularizing occult and horror comics, particularly among mainstream American readers. It featured stories by such well-known creators as Steve Niles, Alan Moore, and Robert Kirkman, as well as lesser-known contributors who would go on to become major names in the field.

Despite its success, The Horrorist was short-lived; it ceased publication with issue #75 in 1983. Its influence can be seen in such contemporary comics anthologies as Dark Horse Presents and Vertigo Crime.",29,207
10882098,https://en.wikipedia.org/wiki/Colossal%20%28band%29,Colossal (band),"Colossal is an American indie rock band from Elgin, Illinois, United States, formed in 2001. They have one EP and one full-length, and have appeared on multiple compilations. Their lyrics and musicianship display a depth much like that found in math rock. Band history
Colossal was formed in Elgin, Illinois, in late 2001 by friends Jeff Feucht (bass), Jason Flaks (trumpet, guitar, vocals), Rob Kellenberger (drums, backup vocals), and Pat Ford (vocals, guitar). They began playing shows in spring of 2002 in and around Chicago, Illinois. Asian Man Records released their debut, a self-titled, six-song EP (also known as ""Brave the Elements""), in January 2003. The band’s genre-crossing ways were already evident on the EP, as the songs fuse elements of punk, jazz, and jangly pop with a focused singularity. The sound is intricate and dense but still accessible and unified.  The EP received universal critical acclaim and attendance at shows steadily increased. The band's first tour, of eastern Canada and the East Coast, was that summer.","Colossal is an American indie rock band from Los Angeles, California. Formed in 2009, the band consists of vocalist/guitarist Austin Carlile, drummer Brian Cook, bassist Drew Brown, and synths player Justin Broadrick. Colossal's debut album ""Do You Feel"", was released on April 5th, 2013. The band has toured extensively in support of the album, including a headlining tour for the North American leg of the ""Do You Feel"" tour with Title Fight and The Bronx. In October of 2016, it was announced that Colossal had signed to Razor & Tie Records and were working on their second album. 

Colossal formed in 2009 in Los Angeles by vocalist/guitarist Austin Carlile, drummer Brian Cook, bassist Drew Brown, and synth player Justin Broadrick. The band released their debut album ""Do You Feel"" on April 5th, 2013. The album was produced by Broadrick and recorded at his studio in Richmond, VA. The album was well-received by music critics and garnered the band a large following. In October of 2016 it was announced that Colossal had signed to Razor & Tie Records and were working on their second album.",2,167,184,"200 word wikipedia style introduction on 'Colossal (band)'
    Colossal is an American indie rock band"," from Los Angeles, California. Formed in 2009, the band consists of vocalist/guitarist Austin Carlile, drummer Brian Cook, bassist Drew Brown, and synths player Justin Broadrick. Colossal's debut album ""Do You Feel"", was released on April 5th, 2013. The band has toured extensively in support of the album, including a headlining tour for the North American leg of the ""Do You Feel"" tour with Title Fight and The Bronx. In October of 2016, it was announced that Colossal had signed to Razor & Tie Records and were working on their second album. 

Colossal formed in 2009 in Los Angeles by vocalist/guitarist Austin Carlile, drummer Brian Cook, bassist Drew Brown, and synth player Justin Broadrick. The band released their debut album ""Do You Feel"" on April 5th, 2013. The album was produced by Broadrick and recorded at his studio in Richmond, VA. The album was well-received by music critics and garnered the band a large following. In October of 2016 it was announced that Colossal had signed to Razor & Tie Records and were working on their second album.",25,238
2618881,https://en.wikipedia.org/wiki/Swing%20Girls,Swing Girls,"is a Japanese 2004 teen comedy film directed and co-written by Shinobu Yaguchi. The plot follows a group of inept high school girls who form a big band. The cast includes Juri Ueno, Yuta Hiraoka, Shihori Kanjiya, Yuika Motokariya and Yukari Toyashima. The film ranked 8th at the Japanese box office in 2004, and won seven prizes at 28th Japan Academy Prize, including ""Most Popular Film"" and ""Newcomer of the Year"" for Yuta Hiraoka and Juri Ueno. Plot 
A class of schoolgirls are bored during their summer make-up class. When the school brass band leaves to perform at a baseball game without their bento lunches, Tomoko and the other girls persuade their math teacher, Mr. Ozawa, to let them deliver the lunches. On the train, the girls fall asleep after eating one of the lunches and miss their stop. They walk back to deliver the lunches to the band, but they have spoiled in the summer heat, and all but their cymbal player, Takuo Nakamura, who missed out on his","is a Japanese 2004 teen comedy film directed by Shingo Natsume, who also wrote the screenplay.

The film is about four girls who attend a private school for girls and become involved in a fight club.

The film was commercially successful in Japan, grossing over ¥500 million domestically. It won the Yokohama Film Festival Prize for Best Screenplay and the Tokyo International Film Festival Award for Best Screenplay.

""Swing Girls"" has been praised by reviewers as an enjoyable and charming film, with its light-hearted and often humorous tone. The film has also been noted for its strong female characters and its depiction of teenage life.",2,173,102,"200 word wikipedia style introduction on 'Swing Girls'
    is a Japanese 2004 teen comedy film"," directed by Shingo Natsume, who also wrote the screenplay.

The film is about four girls who attend a private school for girls and become involved in a fight club.

The film was commercially successful in Japan, grossing over ¥500 million domestically. It won the Yokohama Film Festival Prize for Best Screenplay and the Tokyo International Film Festival Award for Best Screenplay.

""Swing Girls"" has been praised by reviewers as an enjoyable and charming film, with its light-hearted and often humorous tone. The film has also been noted for its strong female characters and its depiction of teenage life.",23,128
3884335,https://en.wikipedia.org/wiki/Doctor%20Dream%20Records,Doctor Dream Records,"Doctor Dream Records is an independent record label founded in 1982 by Dave Hayes that originated from Orange, California. During its time as an independent the company released over 100 records in punk rock, alternative rock, comedy, and heavy metal music. Their more well-known performers are Rich Little, Cadillac Tramps, and Swamp Zombies.  The company logo was designed by Josh Agle. Doctor Dream Records was sold to Mercury/PolyGram in 1997. Roster
 The Cadillac Tramps
 Christy McCool
 The Grabbers
 D.I.
 Manic Hispanic
 Aversion
 Bitch Funky Sex Machine
 SPLNTR
 Fifty Lashes
 Cisco Poison
 Dash Rip Rock
 Drance
 Paul Kelly and the Messengers
 Joyride
 Shig & Buzz
 The Texas Instruments
 Tiny Lights
 The Black Watch
 Andy Prieboy
 Jerry Giddens
 Welt
 Screaming Bloody Mary's
Swamp Zombies
 Don't Mean Maybe
 Mosh On Fire Compilation
 Zebrahead
 The Joneses
 Knockout
 Human Therapy
 Eggplant
 Imagining Yellow Suns
 Ann Dejarnet
 El Grupo Sexo
 National People's Gang 
","Doctor Dream Records is an independent record label based in the United Kingdom. 

Founded in 2006, the label has released music by artists such as The Balconies, The Wedding Present, and The Twilight Sad.",3,162,34,"200 word wikipedia style introduction on 'Doctor Dream Records'
    Doctor Dream Records is an independent record"," label based in the United Kingdom. 

Founded in 2006, the label has released music by artists such as The Balconies, The Wedding Present, and The Twilight Sad.",23,38
20679766,https://en.wikipedia.org/wiki/Redspotted%20hawkfish,Redspotted hawkfish,"The Redspotted Hawkfish (Amblycirrhitus pinos) is a species of marine ray-finned fish, a Hawkfish belonging to the family Cirrhitidae. It is found at depths from  on tropical reefs in the Western Atlantic. The Redspotted Hawkfish is also found in the aquarium trade. Taxonomy
The Redpsotted Hawkfish was first formally described as Pseudocirrhites pinos in 1927 by the Bermudan naturalist Louis L. Mowbray with the type locality given as Point Francis on the Isle of Pines in Cuba. In 1829 the French zoologist Georges Cuvier described a species he called Cirrhites fasciatus, giving it a type locality of Puducherry in India. This is now considered to be an error, since the fish described most likely came from the Atlantic Ocean. When Theodore Nicholas Gill described the genus Amblycirrhitus in 1861 he used Cuvier's C. fasciatus as its type species. However, Cuvier's name was preoccupied by Edward Turner Bennett's 1828 usage of the name for a related species, A. pinos is the type","The Redspotted Hawkfish (Amblycirrhitus pinos) is a hawkfish of the family Amblycirrhitidae. It is found in the Indo-Pacific region, from the Red Sea and East Africa to Polynesia and the Philippines.

The Redspotted Hawkfish is a medium-sized hawkfish with a slender body. It has a long, pointed snout, and a pair of small eyes set high on its head. The body is light blue or green with red spots on its skin. The hawkfish feeds on small fish and squid.",2,178,79,"200 word wikipedia style introduction on 'Redspotted hawkfish'
    The Redspotted Hawkfish (Amblycirrhitus pinos) is a"," hawkfish of the family Amblycirrhitidae. It is found in the Indo-Pacific region, from the Red Sea and East Africa to Polynesia and the Philippines.

The Redspotted Hawkfish is a medium-sized hawkfish with a slender body. It has a long, pointed snout, and a pair of small eyes set high on its head. The body is light blue or green with red spots on its skin. The hawkfish feeds on small fish and squid.",36,102
49188748,https://en.wikipedia.org/wiki/Teliphasa%20spinosa,Teliphasa spinosa,"Teliphasa spinosa is a species of moth of the family Pyralidae. It is found in China (Yunnan). The wingspan is 34–38 mm. The forewings are tinged with a pale olive-green luster, the basal area blackish brown, mixed with black and white scales, with two subrounded white spots near the base. The median area is white, with scattered pale brown and blackish brown scales, with dense brown and blackish brown scales from the costa diffused to above the cell, forming a narrow elongate dark streak. The distal area is deep brown, with black scales and the costa has a white spot at outside of the postmedian line, spreading to R5, mixed with pale brown. The antemedian line is black, extending from the costal one-fourth, obliquely inward to the scale tuft near the base, then obliquely outward to one-third on the dorsum. The postmedian line is black, extending from the costal two-thirds slightly oblique outward to R5, then running slightly oblique inward to the dorsal two-thirds, its inner margin more or","Teliphasa spinosa is a species of moth of the family Tortricidae. It is found in most of Europe, except for the Baltic region and the Mediterranean islands. The habitat consists of deciduous and mixed forests, where it is found at altitudes from sea level to 1,200 metres.

The wingspan is about 20 mm. The moth flies from June to August depending on the location.

The larvae feed on ""Quercus"" species.",2,237,68,"200 word wikipedia style introduction on 'Teliphasa spinosa'
    Teliphasa spinosa is a species of moth"," of the family Tortricidae. It is found in most of Europe, except for the Baltic region and the Mediterranean islands. The habitat consists of deciduous and mixed forests, where it is found at altitudes from sea level to 1,200 metres.

The wingspan is about 20 mm. The moth flies from June to August depending on the location.

The larvae feed on ""Quercus"" species.",30,87
2756344,https://en.wikipedia.org/wiki/Micki%20Grant,Micki Grant,"Micki Grant (born Minnie Louise Perkins, June 30, 1929 – August 22, 2021) was an American singer (soprano), actress, writer, and composer. She performed in Having Our Say (as Sadie Delaney), Tambourines to Glory and Jericho-Jim Crow both co-written by Langston Hughes, The Gingham Dog, Don't Bother Me, I Can't Cope, and  received three Tony Award nominations for her writing. Early life 
Minnie Louise Perkins was born in Chicago, Illinois, to Gussie and Oscar Perkins on June 30, 1929. Some sources also state that she was born in 1941; Grant was said to have lowered her age early for reasons related to her career. Her father was a self-taught pianist and master barber, and her mother worked for Stanley Products. She began studying music with double-bass lessons at her elementary school. Grant first took piano lessons at the age of eight, and the next year took acting lessons with Susan Porché. After high school, her cousin, film actress Jeni Le Gon took her under her wing when Grant moved to Los Angeles. Following graduation from Englewood","Micki Grant (born Minnie Louise Perkins, June 10, 1960) is an American country singer and songwriter. Signed to Atlantic Records in the early 1990s, she achieved her first major success with the release of her debut album in 1993. Her second album, 1995's Life on a Rock Star, produced her first number one single on the U.S. country charts, ""I Believe in a Thing Called Love"". Grant has since released five more albums and has sold over six million records. She has also charted 14 singles on the U.S. country charts, including six number ones. In 2000, she was nominated for a Grammy Award for Best Female Country Vocal Performance for the song ""Love Somebody"". 

Micki Grant was born Minnie Louise Perkins on June 10, 1960, in Jacksonville, Florida. She was raised by her mother and stepfather in Louisiana and graduated from LSU in 1982 with a degree in music education. After teaching school for two years, Grant moved to Nashville to pursue a music career.

Grant signed with Atlantic Records in the early 1990s and released her debut album that year. The album produced her first major hit single, ""I Believe in a Thing Called Love"". The song reached number one on the U.S. country charts and became a major crossover hit on the pop charts as well; it went triple platinum in the United States and won Grant a Grammy Award for Best Female Country Vocal Performance. The follow-up singles ""Pictures of You"" and ""The",2,207,246,"200 word wikipedia style introduction on 'Micki Grant'
    Micki Grant (born Minnie Louise Perkins, June"," 10, 1960) is an American country singer and songwriter. Signed to Atlantic Records in the early 1990s, she achieved her first major success with the release of her debut album in 1993. Her second album, 1995's Life on a Rock Star, produced her first number one single on the U.S. country charts, ""I Believe in a Thing Called Love"". Grant has since released five more albums and has sold over six million records. She has also charted 14 singles on the U.S. country charts, including six number ones. In 2000, she was nominated for a Grammy Award for Best Female Country Vocal Performance for the song ""Love Somebody"". 

Micki Grant was born Minnie Louise Perkins on June 10, 1960, in Jacksonville, Florida. She was raised by her mother and stepfather in Louisiana and graduated from LSU in 1982 with a degree in music education. After teaching school for two years, Grant moved to Nashville to pursue a music career.

Grant signed with Atlantic Records in the early 1990s and released her debut album that year. The album produced her first major hit single, ""I Believe in a Thing Called Love"". The song reached number one on the U.S. country charts and became a major crossover hit on the pop charts as well; it went triple platinum in the United States and won Grant a Grammy Award for Best Female Country Vocal Performance. The follow-up singles ""Pictures of You"" and ""The",28,300
68074518,https://en.wikipedia.org/wiki/Pultenaea%20costata,Pultenaea costata,"Pultenaea costata, commonly known as ribbed bush-pea, is a species of flowering plant in the family Fabaceae and is endemic to the Grampians National Park in Victoria. It is a spreading shrub with egg-shaped to lance-shaped leaves, and dense clusters of pea-like flowers. Description
Pultenaea costata is a spreading shrub that typically grows to a height of up to  and has stems that are hairy when young. The leaves are egg-shaped to lance-shaped,  long and  wide tapering to a sharp, down-curved point and with dark brown stipules about  long at the base. The flowers are arranged in dense clusters of five to eight surrounded by bracts about  long with two points on the tip. Bracteoles about  long are attached to the base of the sepal tube. The sepals are about  long and joined at the base, the lobes hairy. The standard petal is  wide and the ovary is covered with long hairs. The fruit is a pod surrounded by the remains of the sepals.","Pultenaea costata, commonly known as ribbed bush-pea, is a species of legume in the Fabaceae family.

Ribbed bush-pea is an erect, vigorous, shrubby plant with a coating of woolly hairs. The leaves are alternate and pinnate, the leaflets 10-15 cm long and 4-6 cm broad, the terminal one 4-5 cm long and broad, with a prominent rib on its surface. The flowers are red, with yellow centres, and are produced in clusters at the ends of the branches. The pods are cylindrical, 3-5 cm long and 2-3 cm broad, with a series of prominent ribs. The seed is black and has a rib on its surface.",2,171,105,"200 word wikipedia style introduction on 'Pultenaea costata'
    Pultenaea costata, commonly known as ribbed bush-pea,"," is a species of legume in the Fabaceae family.

Ribbed bush-pea is an erect, vigorous, shrubby plant with a coating of woolly hairs. The leaves are alternate and pinnate, the leaflets 10-15 cm long and 4-6 cm broad, the terminal one 4-5 cm long and broad, with a prominent rib on its surface. The flowers are red, with yellow centres, and are produced in clusters at the ends of the branches. The pods are cylindrical, 3-5 cm long and 2-3 cm broad, with a series of prominent ribs. The seed is black and has a rib on its surface.",36,139
33689969,https://en.wikipedia.org/wiki/Gheza%20Vida,Gheza Vida,"Gheza or Géza Vida, also known as Grigore (; February 28, 1913 – May 11, 1980), was a Romanian–Hungarian sculptor, engraver, industrial worker and communist militant, one of the most renowned artists of Maramureș region. The descendant of ethnic Romanian and Slovak miners, he was born in the Hungarian segment of Austria-Hungary. Raised by his mother after his father's death in World War I, he received financial support from local benefactors, who cultivated his artistic skill, particularly as a woodcarver. A citizen of Romania after the union of 1918, he was forced to drop out of school by economic circumstances, and worked for years in various industries and businesses, while also discovering his passion for beekeeping and gardening. He was drawn into far-left politics during the Great Depression, when he came to be influenced by radical artists such as Alexandru Ziffer, Aurel Popp, Vasile Kazar and Iosif Klein, who also introduced him to avant-garde experimentation. Vida was co-opted into the Union of Communist Youth and subsequently the Communist Party, producing propaganda art for","Gheza or Géza Vida, also known as Géza von Moltke, was a Hungarian general and politician who served as Prime Minister of Hungary from 1920 to 1922.

Gheza Vida was born in 1873 in the city of Pest, then part of the Austro-Hungarian Empire. He attended the Royal Military Academy in Budapest and later served in the Austro-Hungarian Army. In 1916, he joined the newly established Hungarian National Defence Force and fought in the First World War. After the war, he served as Minister of War from 1920 to 1922.

Gheza Vida resigned as Prime Minister in 1922 after a political scandal involving his wife. He later served as Minister of Interior from 1922 to 1924 and Minister of Defence from 1924 to 1926. He died in Budapest in 1934.",2,336,128,"200 word wikipedia style introduction on 'Gheza Vida'
    Gheza or Géza Vida, also known as"," Géza von Moltke, was a Hungarian general and politician who served as Prime Minister of Hungary from 1920 to 1922.

Gheza Vida was born in 1873 in the city of Pest, then part of the Austro-Hungarian Empire. He attended the Royal Military Academy in Budapest and later served in the Austro-Hungarian Army. In 1916, he joined the newly established Hungarian National Defence Force and fought in the First World War. After the war, he served as Minister of War from 1920 to 1922.

Gheza Vida resigned as Prime Minister in 1922 after a political scandal involving his wife. He later served as Minister of Interior from 1922 to 1924 and Minister of Defence from 1924 to 1926. He died in Budapest in 1934.",31,159
